J,tau_sq,omega_sq,rho,P,f_c_val,bal,iteration,seed,PYL_ID
60,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P5,unbalanced_j,625,626609794,3104
72,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P5,unbalanced_j,625,626609795,3105
24,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,unbalanced_j,625,626609796,3106
36,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,unbalanced_j,625,626609797,3107
48,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,unbalanced_j,625,626609798,3108
60,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,unbalanced_j,625,626609799,3109
72,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,unbalanced_j,625,626609800,3110
24,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609801,3111
36,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609802,3112
48,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609803,3113
60,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609804,3114
72,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609805,3115
24,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609806,3116
36,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609807,3117
48,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609808,3118
60,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609809,3119
72,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,unbalanced_j,625,626609810,3120
24,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609811,3121
36,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609812,3122
48,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609813,3123
60,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609814,3124
72,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609815,3125
24,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609816,3126
36,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609817,3127
48,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609818,3128
60,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609819,3129
72,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,unbalanced_j,625,626609820,3130
24,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609821,3131
36,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609822,3132
48,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609823,3133
60,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609824,3134
72,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609825,3135
24,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609826,3136
36,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609827,3137
48,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609828,3138
60,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609829,3139
72,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,unbalanced_j,625,626609830,3140
24,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609831,3141
36,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609832,3142
48,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609833,3143
60,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609834,3144
72,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609835,3145
24,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609836,3146
36,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609837,3147
48,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609838,3148
60,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609839,3149
72,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,unbalanced_j,625,626609840,3150
24,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609841,3151
36,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609842,3152
48,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609843,3153
60,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609844,3154
72,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609845,3155
24,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609846,3156
36,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609847,3157
48,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609848,3158
60,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609849,3159
72,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,unbalanced_j,625,626609850,3160
24,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609851,3161
36,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609852,3162
48,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609853,3163
60,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609854,3164
72,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609855,3165
24,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609856,3166
36,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609857,3167
48,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609858,3168
60,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609859,3169
72,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,unbalanced_j,625,626609860,3170
24,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609861,3171
36,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609862,3172
48,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609863,3173
60,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609864,3174
72,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609865,3175
24,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609866,3176
36,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609867,3177
48,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609868,3178
60,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609869,3179
72,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,unbalanced_j,625,626609870,3180
24,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609871,3181
36,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609872,3182
48,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609873,3183
60,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609874,3184
72,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609875,3185
24,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609876,3186
36,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609877,3187
48,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609878,3188
60,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609879,3189
72,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,unbalanced_j,625,626609880,3190
24,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609881,3191
36,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609882,3192
48,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609883,3193
60,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609884,3194
72,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609885,3195
24,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609886,3196
36,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609887,3197
48,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609888,3198
60,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609889,3199
72,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,unbalanced_j,625,626609890,3200
24,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609891,3201
36,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609892,3202
48,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609893,3203
60,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609894,3204
72,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609895,3205
24,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609896,3206
36,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609897,3207
48,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609898,3208
60,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609899,3209
72,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,unbalanced_j,625,626609900,3210
24,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609901,3211
36,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609902,3212
48,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609903,3213
60,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609904,3214
72,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609905,3215
24,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609906,3216
36,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609907,3217
48,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609908,3218
60,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609909,3219
72,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,unbalanced_j,625,626609910,3220
24,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609911,3221
36,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609912,3222
48,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609913,3223
60,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609914,3224
72,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609915,3225
24,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609916,3226
36,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609917,3227
48,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609918,3228
60,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609919,3229
72,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,unbalanced_j,625,626609920,3230
24,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609921,3231
36,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609922,3232
48,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609923,3233
60,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609924,3234
72,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609925,3235
24,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609926,3236
36,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609927,3237
48,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609928,3238
60,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609929,3239
72,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,unbalanced_j,625,626609930,3240
24,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609931,3241
36,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609932,3242
48,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609933,3243
60,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609934,3244
72,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609935,3245
24,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609936,3246
36,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609937,3247
48,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609938,3248
60,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609939,3249
72,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,unbalanced_j,625,626609940,3250
24,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609941,3251
36,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609942,3252
48,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609943,3253
60,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609944,3254
72,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609945,3255
24,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609946,3256
36,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609947,3257
48,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609948,3258
60,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609949,3259
72,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,unbalanced_j,625,626609950,3260
24,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609951,3261
36,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609952,3262
48,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609953,3263
60,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609954,3264
72,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609955,3265
24,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609956,3266
36,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609957,3267
48,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609958,3268
60,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609959,3269
72,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,unbalanced_j,625,626609960,3270
24,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609961,3271
36,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609962,3272
48,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609963,3273
60,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609964,3274
72,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609965,3275
24,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609966,3276
36,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609967,3277
48,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609968,3278
60,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609969,3279
72,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,unbalanced_j,625,626609970,3280
24,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609971,3281
36,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609972,3282
48,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609973,3283
60,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609974,3284
72,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609975,3285
24,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609976,3286
36,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609977,3287
48,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609978,3288
60,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609979,3289
72,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,unbalanced_j,625,626609980,3290
24,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609981,3291
36,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609982,3292
48,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609983,3293
60,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609984,3294
72,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609985,3295
24,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609986,3296
36,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609987,3297
48,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609988,3298
60,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609989,3299
72,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,unbalanced_j,625,626609990,3300
24,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626609991,3301
36,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626609992,3302
48,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626609993,3303
60,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626609994,3304
72,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626609995,3305
24,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626609996,3306
36,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626609997,3307
48,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626609998,3308
60,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626609999,3309
72,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,unbalanced_j,625,626610000,3310
24,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610001,3311
36,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610002,3312
48,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610003,3313
60,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610004,3314
72,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610005,3315
24,0.16000000000000003,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610006,3316
36,0.16000000000000003,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610007,3317
48,0.16000000000000003,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610008,3318
60,0.16000000000000003,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610009,3319
72,0.16000000000000003,0.04000000000000001,0.8,0.8,P6,unbalanced_j,625,626610010,3320
24,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610011,3321
36,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610012,3322
48,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610013,3323
60,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610014,3324
72,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610015,3325
24,0.16000000000000003,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610016,3326
36,0.16000000000000003,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610017,3327
48,0.16000000000000003,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610018,3328
60,0.16000000000000003,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610019,3329
72,0.16000000000000003,0.0025000000000000005,0.2,0.9,P6,unbalanced_j,625,626610020,3330
24,0.0025000000000000005,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610021,3331
36,0.0025000000000000005,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610022,3332
48,0.0025000000000000005,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610023,3333
60,0.0025000000000000005,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610024,3334
72,0.0025000000000000005,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610025,3335
24,0.16000000000000003,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610026,3336
36,0.16000000000000003,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610027,3337
48,0.16000000000000003,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610028,3338
60,0.16000000000000003,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610029,3339
72,0.16000000000000003,0.04000000000000001,0.2,0.9,P6,unbalanced_j,625,626610030,3340
24,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610031,3341
36,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610032,3342
48,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610033,3343
60,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610034,3344
72,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610035,3345
24,0.16000000000000003,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610036,3346
36,0.16000000000000003,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610037,3347
48,0.16000000000000003,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610038,3348
60,0.16000000000000003,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610039,3349
72,0.16000000000000003,0.0025000000000000005,0.8,0.9,P6,unbalanced_j,625,626610040,3350
24,0.0025000000000000005,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610041,3351
36,0.0025000000000000005,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610042,3352
48,0.0025000000000000005,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610043,3353
60,0.0025000000000000005,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610044,3354
72,0.0025000000000000005,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610045,3355
24,0.16000000000000003,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610046,3356
36,0.16000000000000003,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610047,3357
48,0.16000000000000003,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610048,3358
60,0.16000000000000003,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610049,3359
72,0.16000000000000003,0.04000000000000001,0.8,0.9,P6,unbalanced_j,625,626610050,3360
24,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610051,3361
36,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610052,3362
48,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610053,3363
60,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610054,3364
72,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610055,3365
24,0.16000000000000003,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610056,3366
36,0.16000000000000003,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610057,3367
48,0.16000000000000003,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610058,3368
60,0.16000000000000003,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610059,3369
72,0.16000000000000003,0.0025000000000000005,0.2,0.05,P7,unbalanced_j,625,626610060,3370
24,0.0025000000000000005,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610061,3371
36,0.0025000000000000005,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610062,3372
48,0.0025000000000000005,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610063,3373
60,0.0025000000000000005,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610064,3374
72,0.0025000000000000005,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610065,3375
24,0.16000000000000003,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610066,3376
36,0.16000000000000003,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610067,3377
48,0.16000000000000003,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610068,3378
60,0.16000000000000003,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610069,3379
72,0.16000000000000003,0.04000000000000001,0.2,0.05,P7,unbalanced_j,625,626610070,3380
24,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P7,unbalanced_j,625,626610071,3381
36,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P7,unbalanced_j,625,626610072,3382
48,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P7,unbalanced_j,625,626610073,3383
60,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P7,unbalanced_j,625,626610074,3384
72,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P7,unbalanced_j,625,626610075,3385
24,0.16000000000000003,0.0025000000000000005,0.8,0.05,P7,unbalanced_j,625,626610076,3386
36,0.16000000000000003,0.0025000000000000005,0.8,0.05,P7,unbalanced_j,625,626610077,3387
